id;word;polarity;joy;fear;sadness;anger;surprise;disgust
2439;atoll;positive;0;0;0;0;0;0
2440;atome;positive;0;0;0;0;0;0
2441;atomique;negative;0;1;0;1;0;0
2442;atout;positive;0;0;0;0;1;0
2443;atrium;positive;0;0;0;0;0;0
2444;atroce;negative;0;1;1;1;0;1
2445;atrocement;negative;0;1;1;0;1;1
2446;atrophie;negative;0;1;1;0;0;1
2447;atrophier;negative;0;1;1;0;0;1
2448;attacher;positive;0;0;0;0;0;0
2449;attachant;positive;0;0;0;0;0;0
2450;attachement;positive;0;0;0;0;0;0
2451;attanchants;positive;0;0;0;0;0;0
2452;attaque choc;negative;0;1;0;1;1;0
2453;attaquer;negative;0;1;0;1;1;0
2454;attaquer avec un hache;negative;0;1;0;1;1;0
2455;atteindre;positive;0;0;0;0;0;0
2456;attelage;positive;0;0;0;0;0;0
2457;attelle;positive;0;0;0;0;0;0
2458;attenir;positive;0;0;0;0;0;0
2459;attenant;positive;0;0;0;0;0;0
2460;attendre;negative;0;0;0;0;0;0
2461;attentionner;positive;0;0;0;0;0;0
2462;attentonnée;positive;0;0;0;0;0;0
2463;atténuer;positive;0;0;0;0;0;0
2464;atterrer;negative;0;1;0;0;1;1
2465;atterrir;positive;1;0;0;0;0;0
2466;atterrissage;positive;0;0;0;0;0;0
2467;attestation;positive;0;0;0;0;0;0
2468;attester;positive;0;0;0;0;0;0
2469;attirail;positive;0;0;0;0;0;0
2470;attirance;positive;0;0;0;0;0;0
2471;attiser;positive;0;0;0;0;0;0
2472;attraction;positive;0;0;0;0;0;0
2473;attractivité;positive;0;0;0;0;0;0
2474;attraire;positive;0;0;0;0;1;0
2475;attraper;negative;0;1;0;0;1;0
2476;attribuable;negative;0;1;1;0;0;0
2477;attribuer;positive;0;0;0;0;1;0
2478;attribut;positive;0;0;0;0;0;0
2479;attribution;positive;0;0;0;0;0;0
2480;attrition;negative;0;0;1;0;0;1
2481;attrouper;positive;0;0;0;0;0;0
2482;au beurre;positive;0;0;0;0;0;1
2483;au bord du larme;negative;0;1;1;0;0;1
2484;au centre;positive;0;0;0;0;0;0
2485;au charme désuet;positive;0;0;0;0;0;0
2486;au chocolat;positive;0;0;0;0;0;0
2487;au coin du feu;positive;1;0;0;0;0;0
2488;au curry;positive;0;0;0;0;0;0
2489;au galop;positive;0;0;0;0;0;0
2490;au goÃ»t de beurre;positive;0;0;0;0;0;1
2491;au hasard;positive;0;0;0;0;1;0
2492;au lait;positive;0;0;0;0;0;0
2493;au microscope;positive;0;0;0;0;0;0
2494;au milieu de;positive;0;0;0;0;0;0
2495;au pouvoir;positive;0;0;0;0;0;0
2496;au revoir;negative;0;0;1;0;0;0
2497;au dessus;positive;0;0;0;0;0;0
2498;aubaine;positive;0;0;0;0;1;0
2499;aube;positive;0;0;0;0;1;0
2500;auberge;positive;0;0;0;0;0;0
2501;aubergiste;positive;0;0;0;0;0;0
2502;audacieux;positive;0;0;0;0;0;0
2503;audibilité;positive;0;0;0;0;0;0
2504;audible;positive;0;0;0;0;0;0
2505;audit;positive;0;0;0;0;0;0
2506;auditer;positive;0;0;0;0;0;0
2507;auditionner;positive;0;0;0;0;0;0
2508;auditorium;positive;0;0;0;0;0;0
2509;auge;positive;0;0;0;0;0;0
2510;augurer;positive;0;0;0;0;0;0
2511;auguste;positive;1;0;0;0;0;0
2512;aumônier;positive;0;0;0;0;0;0
2513;auparavant;positive;0;0;0;0;0;0
2514;aura;positive;1;0;0;0;0;0
2515;auréole;positive;0;0;0;0;0;0
2516;aurore;positive;0;0;0;0;1;0
2517;auspice;positive;0;0;0;0;0;0
2518;austère;negative;0;1;1;0;0;0
2519;austérité;negative;0;1;1;0;0;0
2520;autel;positive;0;0;0;0;0;0
2521;authenticité;positive;0;0;0;0;0;0
2522;authentification;positive;0;0;0;0;0;0
2523;authentifier;positive;0;0;0;0;0;0
2524;authentique;positive;0;0;0;0;0;0
2525;auto;positive;0;0;0;0;0;0
2526;autobiographie;positive;0;0;0;0;0;0
2527;autobus;positive;0;0;0;0;0;0
2528;autochtone;positive;0;0;0;0;0;0
2529;autocratique;negative;0;1;1;1;0;0
2530;autographe;positive;0;0;0;0;0;0
2531;automatique;positive;0;0;0;0;0;0
2532;automne;negative;0;1;1;0;0;0
2533;automobile;positive;0;0;0;0;0;0
2534;autopsie;negative;0;1;1;0;0;1
2535;autoriser;positive;0;0;0;0;0;0
2536;autorisation;positive;0;0;0;0;0;0
2537;autoritaire;negative;0;0;0;1;0;0
2538;autorité;positive;0;0;0;0;0;0
2539;autoroute;positive;0;0;0;0;0;0
2540;autosuffisance;positive;0;0;0;0;0;0
2541;autruche;negative;0;1;0;0;0;0
2542;auvent;positive;0;0;0;0;0;0
2543;au herbe;positive;0;0;0;0;0;0
2544;au idée arrêté;negative;0;0;0;1;0;0
2545;au m?urs léger;negative;0;0;0;0;0;1
2546;au multiple fonction;positive;0;0;0;0;0;0
2547;au pomme;positive;0;0;0;0;0;0
2548;aval;positive;0;0;0;0;0;0
2549;avalanche;negative;0;1;1;0;1;0
2550;avaler;positive;0;1;0;0;1;0
2551;avance;positive;0;1;0;0;1;0
2552;avancer;positive;1;0;0;0;0;0
2553;avancement;positive;0;0;1;0;0;0
2554;avancer au ralenti;negative;0;0;1;0;0;1
2555;avancer lentement;negative;0;0;1;0;0;1
2556;avancer petit à petit;positive;0;0;0;0;0;0
2557;avant de;negative;0;0;0;0;0;0
2558;avant bras;positive;0;0;0;1;0;0
2559;avant garde;positive;0;0;0;0;0;0
2560;avant poste;negative;0;1;0;0;0;0
2561;avant propos;positive;0;0;0;0;0;0
2562;avantage;positive;0;0;0;0;0;0
2563;avantager;positive;1;0;0;0;0;0
2564;avare;negative;0;1;1;1;0;1
2565;avarice;negative;0;0;0;1;0;1
2566;avatar;positive;0;0;0;0;0;0
2567;avec attention;positive;0;1;0;0;0;0
2568;avec crainte;negative;0;1;1;0;1;0
2569;avec de gros morceau;negative;0;0;0;0;0;0
2570;avec désinvolture;positive;0;0;0;0;0;0
2571;avec le même intensité;positive;0;0;0;0;0;0
2572;avec lassitude;negative;0;0;1;0;0;0
2573;avec modération;positive;0;0;0;0;0;0
2574;avec parcimonie;positive;0;0;0;0;0;0
2575;avec précaution;positive;0;1;0;0;0;0
2576;avec prudence;positive;0;1;0;0;0;0
2577;avec quoi;positive;0;0;0;0;0;0
2578;avec sérieux;positive;0;0;0;0;0;0
2579;avec un grand raffinement;positive;1;0;0;0;0;0
2580;avec violence;negative;0;1;1;1;0;1
2581;avenant;positive;0;0;0;0;0;0
2582;avènement;positive;0;0;0;0;0;0
2583;avenir;positive;0;0;0;0;0;0
2584;avent;positive;0;0;0;0;0;0
2585;avenue;positive;0;0;0;0;0;0
2586;avérer;positive;0;0;0;0;0;0
2587;avers;positive;0;0;0;0;0;0
2588;aversion;negative;0;1;0;1;0;1
2589;avertir;positive;0;1;0;0;1;0
2590;aveu;negative;0;1;1;0;1;0
2591;aveugler;negative;0;1;0;0;1;0
2592;aveuglant;negative;0;1;0;0;1;0
2593;aveugle;negative;0;1;0;0;0;0
2594;aveuglément;negative;0;1;1;0;0;0
2595;aviateur;positive;0;0;0;0;0;0
2596;aviation;positive;0;0;0;0;0;0
2597;avide;negative;0;0;0;1;0;1
2598;avidité;negative;0;0;0;1;0;1
2599;avion;positive;0;0;0;0;0;0
2600;aviron;negative;0;0;0;0;0;0
2601;aviser;positive;0;0;0;0;0;0
2602;avoir confiance;positive;0;0;0;0;0;0
2603;avoir du difficulté;negative;0;1;1;0;0;0
2604;avoir en horreur;negative;0;1;0;1;0;1
2605;avoir en stock;positive;0;0;0;0;0;0
2606;avoir le hoquet;negative;0;1;0;0;1;0
2607;avoir le moyen;positive;0;0;0;0;0;0
2608;avoir peur;negative;0;1;1;0;1;0
2609;avoir pitié;negative;0;0;1;0;0;0
2610;avoir pour but;positive;0;0;0;0;0;0
2611;avoir recours;positive;0;0;0;0;0;0
2612;avoir un compte;positive;0;0;0;0;0;0
2613;avoir un handicap;negative;0;0;1;0;0;0
2614;avoir un mouvement de recul;negative;0;1;1;0;1;1
2615;avoir un tic;negative;0;1;0;0;1;0
2616;avortement;negative;0;1;1;0;0;1
2617;avorter;negative;0;1;1;1;0;0
2618;axe;positive;0;0;0;0;0;0
2619;axe central;positive;0;0;0;0;0;0
2620;axe routier;positive;0;0;0;0;0;0
2621;axial;positive;0;0;0;0;0;0
2622;axiomatique;positive;0;0;0;0;0;0
2623;axiome;positive;0;0;0;0;0;0
2624;azimut;positive;0;0;0;0;0;0
2625;azur;positive;0;0;0;0;0;0
2626;azurer;positive;0;0;0;0;0;0
2627;baÃ¯onnette;negative;0;1;0;1;0;0
2628;babillage;negative;0;0;0;0;0;0
2629;babiller;negative;0;0;0;0;0;0
2630;babine;negative;0;0;0;0;0;0
2631;babouin;negative;0;0;0;0;0;1
2632;baby sitter;positive;0;0;0;0;0;0
2633;bac;negative;0;0;0;0;0;0
2634;baccalauréat;positive;0;0;0;0;0;0
2635;baccarat;positive;0;0;0;0;1;0
2636;bachelier bachelier;positive;0;0;0;0;0;0
2637;backgammon;positive;0;0;0;0;1;0
2638;bâcler;negative;0;0;0;0;0;1
2639;bactérie;negative;0;1;0;0;0;1
2640;badge;positive;0;0;0;0;0;0
2641;badinage;positive;0;0;0;0;1;0
2642;badiner;positive;0;0;0;0;1;0
2643;baffe;negative;0;0;0;1;1;0
2644;bagage;positive;0;0;0;0;0;0
2645;bagagiste;positive;0;0;0;0;0;0
2646;bagarre;negative;0;1;0;1;0;1
2647;bagatelle;negative;0;0;0;0;0;1
2648;bague;positive;0;0;0;0;0;0
2649;bague|bagues orthodontique;positive;0;0;0;0;0;0
2650;baguette;positive;0;1;0;0;0;0
2651;bai|baie;positive;0;0;0;0;0;0
2652;baigner;negative;0;0;0;0;0;1
2653;baignoire;positive;0;0;0;0;0;0
2654;bail;positive;0;0;0;0;0;0
2655;bâillement;negative;0;0;0;0;0;0
2656;bâiller;negative;0;0;0;0;0;0
2657;bailleur;positive;0;0;0;0;0;0
2658;bailleur de fond|fonds;positive;0;0;0;0;0;0
2659;bâillon;negative;0;1;0;1;0;1
2660;bâillonner;negative;0;1;0;1;0;1
2661;bain;positive;1;0;0;0;0;0
2662;baiser;positive;0;0;0;0;1;0
2663;baisser;negative;0;1;1;0;0;0
2664;baissier;negative;0;1;1;1;0;0
2665;bal masquer;negative;0;0;0;0;1;0
2666;balade;positive;1;0;0;0;0;0
2667;balafre;negative;0;1;1;1;0;1
2668;balafrer;negative;0;1;1;1;0;0
2669;balai;positive;0;0;0;0;0;0
2670;balance;positive;0;0;0;0;0;0
2671;balancement;positive;0;0;0;0;0;0
2672;balançoire;positive;0;0;0;0;0;0
2673;balayage;negative;0;0;0;0;0;0
2674;balayer|balayer;negative;0;0;0;0;0;0
2675;balcon;positive;0;0;0;0;0;0
2676;baldaquin;positive;0;0;0;0;0;0
2677;baleine;negative;0;1;0;0;0;0
2678;baliverne;negative;0;0;1;1;0;1
2679;ballade;positive;1;0;0;0;0;0
2680;ballast;positive;0;0;0;0;0;0
2681;ballaster;positive;0;0;0;0;0;0
2682;ballet;positive;0;0;0;0;0;0
2683;ballon;positive;0;0;0;0;0;0
2684;ballon de basket;positive;1;0;0;0;0;0
2685;ballot;positive;0;0;0;0;0;0
2686;balsamine;positive;0;0;0;0;0;0
2687;balsamique;positive;0;0;0;0;0;0
2688;balustrade;positive;0;0;0;0;0;0
2689;banane;positive;0;0;0;0;0;0
2690;banc;positive;0;0;0;0;0;0
2691;bancal;negative;0;1;0;1;0;0
2692;bande dessiner;positive;1;0;0;0;0;0
2693;bande vidéo;positive;0;0;0;0;0;0
2694;bande annonce;positive;0;0;0;0;0;0
2695;bander;positive;0;0;0;0;0;0
2696;bander le ?il;negative;0;1;0;0;1;0
2697;banderole;positive;0;0;0;0;0;0
2698;bandit;negative;0;1;0;0;0;1
2699;banjo;positive;0;0;0;0;0;0
2700;banlieue;negative;0;0;1;0;0;0
2701;bannir;negative;0;1;1;1;0;0
2702;bannissement;negative;0;0;1;1;0;1
2703;banque;positive;0;0;0;0;0;0
2704;banquet;positive;1;0;0;0;0;0
2705;banquier;positive;0;0;0;0;0;0
2706;banshee;negative;0;1;1;1;0;1
2707;baptême;positive;0;0;0;0;0;0
2708;baptismal;positive;1;0;0;0;0;0
2709;baraque;positive;0;0;0;0;0;0
2710;baratter;negative;0;0;0;1;0;0
2711;barbare;negative;0;1;0;1;0;1
2712;barbarie;negative;0;1;1;1;0;1
2713;barbarisme;negative;0;1;0;1;0;1
2714;barbecue;positive;0;0;0;0;0;0
2715;barbeler;negative;0;1;0;1;0;0
2716;barbiche;negative;0;0;0;0;0;0
2717;barbu;positive;0;0;0;0;0;0
2718;barbue;positive;0;0;0;0;0;0
2719;bardane;positive;0;0;0;0;0;0
2720;barde;positive;0;0;0;0;0;0
2721;bardeau;positive;0;0;0;0;0;0
2722;baril;positive;0;0;0;0;0;0
2723;barjot;negative;0;0;0;0;0;1
2724;barman;positive;0;0;0;0;0;0
2725;baromètre;positive;0;0;0;0;0;0
2726;baron;positive;0;0;0;0;0;0
2727;baroque;positive;0;0;0;0;0;0
2728;barque;positive;0;0;0;0;0;0
2729;barque à fond plat;positive;0;0;0;0;0;0
2730;barrer;negative;0;0;0;0;0;0
2731;barrette;positive;0;0;0;0;0;0
2732;barricade;negative;0;1;0;0;0;0
2733;barricader;negative;0;1;0;0;0;0
2734;baryton;positive;0;0;0;0;0;0
2735;bas;negative;0;1;1;1;0;0
2736;bas de gamme;negative;0;0;0;0;0;0
2737;bas fond|fonds;negative;0;1;1;0;0;1
2738;base de donnée;positive;0;0;0;0;0;0
2739;base ball;positive;0;0;0;0;0;0
2740;baser;positive;0;0;0;0;0;0
2741;basilique;positive;0;0;0;0;0;0
2742;basket ball;positive;1;0;0;0;0;0
2743;basket;positive;0;0;0;0;0;0
2744;bas terre;positive;0;0;0;0;0;0
2745;basse;negative;0;1;1;1;0;0
2746;bassin;positive;0;0;0;0;0;0
2747;bassine;positive;0;0;0;0;0;0
2748;basson;positive;0;0;0;0;0;0
2749;bastion;positive;0;1;1;1;0;0
2750;bataille;negative;0;1;1;1;0;0
2751;batailler;negative;0;1;0;1;0;0
2752;bataillon;negative;0;1;0;1;0;0
2753;bateau;positive;0;0;0;0;0;0
2754;bateau à vapeur;positive;0;0;0;0;0;0
2755;bathymétrie;positive;0;0;0;0;0;0
2756;bâtiment;positive;0;0;0;0;0;0
2757;bâtir;positive;0;0;0;0;0;0
2758;bâtisseur;positive;0;0;0;0;0;0
2759;battage;positive;0;0;0;0;0;0
2760;battage médiatique;negative;0;0;0;0;0;0
2761;batte;negative;0;1;0;0;0;1
2762;battement de jambe;negative;0;0;0;1;0;0
2763;batterie;positive;0;0;0;1;0;0
2764;battre;negative;0;1;1;1;0;0
2765;baudrier;negative;0;1;1;0;0;0
2766;bavarder;positive;0;0;0;0;0;0
2767;bavasser;negative;0;0;0;0;0;0
2768;bavette;positive;0;0;0;0;0;0
2769;bavoir;positive;0;0;0;0;0;0
2770;bavure;negative;0;0;0;0;0;1
2771;bayou;negative;0;1;0;0;0;1
2772;beagle;positive;0;0;0;0;0;0
2773;béer;negative;0;1;0;0;1;0
2774;béant;negative;0;1;0;0;1;0
2775;béat;positive;1;0;0;0;0;0
2776;béatitude;positive;1;0;0;0;0;0
2777;beau gosse;positive;0;0;0;0;0;0
2778;beauté;positive;1;0;0;0;0;0
2779;bébé;positive;1;0;0;0;0;0
2780;bec verseur;positive;0;0;0;0;0;0
2781;bécane;positive;0;0;0;0;0;0
2782;bêche;positive;0;0;0;0;0;0
2783;bécher;positive;0;0;0;0;0;0
2784;bêcher;positive;0;0;0;0;0;0
2785;becquet;negative;0;1;1;1;0;0
2786;bégaiement;negative;0;0;1;0;0;0
2787;bégayer|bégayer;negative;0;0;1;0;0;0
2788;beignet;positive;0;0;0;0;0;0
2789;bélier;negative;0;0;0;1;0;0
2790;belligérant;negative;0;1;0;1;0;0
2791;belvédère;positive;0;0;0;0;0;0
2792;bémol;negative;0;0;1;0;0;0
2793;bénédiction;positive;0;0;0;0;1;0
2794;bénéfice;positive;1;0;0;0;0;0
2795;bénéficiaire;positive;0;0;0;0;0;0
2796;bénéficier;positive;1;0;0;0;0;0
2797;bénéfique;positive;1;0;0;0;0;0
2798;bénévolat;positive;0;0;0;0;0;0
2799;bénévole;positive;0;1;0;0;0;0
2800;bénir;positive;0;0;0;0;0;0
2801;bénin;positive;1;0;0;0;0;0
2802;benzène;negative;0;0;0;0;0;1
2803;béquille;positive;0;0;0;0;0;0
2804;berceau;positive;0;0;0;1;0;0
2805;bercer;positive;0;0;0;0;0;0
2806;berceuse;positive;1;0;0;0;0;0
2807;bergamote;positive;0;0;0;0;0;0
2808;berge;positive;0;0;0;0;0;0
2809;berger;positive;0;0;0;0;0;0
2810;berlin;positive;0;0;0;0;0;0
2811;berline;positive;0;0;0;0;0;0
2812;berner;negative;0;0;0;0;0;1
2813;besoin;positive;0;0;0;0;0;0
2814;bestial;negative;0;1;0;0;0;1
2815;bestiole;negative;0;1;0;0;0;1
2816;bétail;positive;0;0;0;0;0;0
2817;bêtise;negative;0;0;0;1;0;1
2818;béton;positive;0;0;0;0;0;0
2819;beurre;positive;0;0;0;0;0;0
2820;beurrer;positive;0;0;0;0;0;0
2821;beuverie;negative;0;0;0;0;0;0
2822;biais;negative;0;0;0;1;0;1
2823;biaiser;negative;0;0;1;1;1;1
2824;bibliographie;positive;0;0;0;0;0;0
2825;bibliothécaire;positive;0;0;0;0;0;0
2826;bibliothèque;positive;0;0;0;0;0;0
2827;biblique;positive;0;0;0;0;0;0
2828;biche;positive;0;0;0;0;0;0
2829;bicouche;positive;0;0;0;0;0;0
2830;bicyclette;positive;0;0;0;0;0;0
2831;bien;positive;0;1;0;0;1;0
2832;bien en plein propriété;positive;0;0;0;0;0;0
2833;bien que;negative;0;0;0;0;0;0
2834;bien aimer;positive;0;0;0;0;0;0
2835;bien être;positive;1;0;0;0;0;0
2836;bienfaisance;positive;0;0;0;0;0;0
2837;biennal;positive;0;0;0;0;0;0
2838;bienséance;positive;0;0;0;0;0;0
2839;bienvenir;positive;1;0;0;0;0;0
2840;bière;positive;1;0;0;0;0;0
2841;bifurcation;negative;0;1;1;0;0;0
2842;bigot;negative;0;1;1;1;0;1
2843;bihebdomadaire;positive;0;0;0;0;0;0
2844;bijou;positive;0;0;0;0;0;0
2845;bijouterie;positive;0;0;0;0;0;0
2846;bilatéral;positive;0;0;0;0;0;0
2847;bile;negative;0;0;1;1;0;1
2848;bilingue;positive;0;0;0;0;0;0
2849;billard;positive;0;0;0;0;0;0
2850;bille;positive;0;0;0;0;0;0
2851;billet;positive;0;0;0;0;0;0
2852;bimestriel;positive;0;0;0;0;0;0
2853;binaire;positive;0;0;0;0;0;0
2854;binoculaire;positive;0;0;0;0;0;0
2855;binôme;positive;0;0;0;0;0;0
2856;binomial;positive;0;0;0;0;0;0
2857;biogenèse;positive;0;0;0;0;0;0
2858;biographe;positive;0;0;0;0;0;0
2859;biographie;positive;0;0;0;0;0;0
2860;biologie;positive;0;0;0;0;0;0
2861;biopsie;negative;0;1;1;0;0;1
2862;biosphère;positive;0;0;0;0;0;0
2863;bipartite;positive;0;0;0;0;0;0
2864;bis;positive;1;0;0;0;0;0
2865;biscuit salé;positive;0;0;0;0;0;0
2866;bise;positive;1;0;0;0;0;0
2867;biseau;positive;0;0;0;0;0;0
2868;biseauter;positive;0;0;0;0;0;0
2869;bison;negative;0;1;0;0;0;0
2870;bisou;positive;0;0;0;0;1;0
2871;bit;positive;0;0;0;0;0;0
2872;bitume;negative;0;0;0;0;0;1
2873;bizarre;negative;0;1;0;0;1;1
2874;bizarrerie;negative;0;0;1;0;1;1
2875;black jack;negative;0;0;0;1;0;0
2876;blafard;negative;0;1;1;0;1;0
2877;blagant;positive;0;0;0;0;1;0
2878;blague;positive;1;0;0;0;0;0
2879;blaguer;positive;1;0;0;0;0;0
2880;blaireau;negative;0;1;0;1;0;0
2881;blâme;negative;0;0;0;1;0;1
2882;blâmer;negative;0;0;0;1;0;1
2883;blanchâtre;negative;0;0;0;0;0;1
2884;blancheur;positive;1;0;0;0;0;0
2885;blanchisserie;positive;0;0;0;0;0;0
2886;blason;positive;0;0;0;0;0;0
2887;blasphématoire;negative;0;0;0;1;0;1
2888;blasphème;negative;0;0;0;1;0;0
2889;blé à moudre;positive;0;0;0;0;0;0
2890;blême;negative;0;1;1;0;0;0
2891;blennorragie;negative;0;1;1;1;0;1
2892;blesser;negative;0;1;1;1;0;1
2893;blessant;negative;0;1;1;1;0;1
2894;blessure;negative;0;1;1;1;0;1
2895;bleu;negative;0;1;1;0;0;0
2896;bleu ciel;positive;0;0;0;0;0;0
2897;bleu de travail;positive;0;0;0;0;0;0
2898;bleu lavande;positive;0;0;0;0;0;0
2899;bleuâtre;negative;0;0;0;0;0;1
2900;blindage;positive;0;1;0;0;0;0
2901;blinder;negative;0;1;0;0;0;0
2902;blitz;negative;0;1;0;1;1;0
2903;blizzard;negative;0;1;1;0;0;0
2904;bloc de roche;positive;0;0;0;0;0;0
2905;blocage;negative;0;1;1;1;1;0
2906;blocus;negative;0;1;1;1;0;0
2907;blond;positive;0;0;0;0;0;0
2908;blond|blonde;positive;0;0;0;0;0;0
2909;blouse;positive;0;0;0;0;0;0
2910;blouser;positive;0;0;0;0;0;0
2911;blues;negative;0;1;1;0;0;0
2912;bluff;negative;0;0;0;0;0;0
2913;bluffer;negative;0;0;0;0;0;0
2914;boa;negative;0;1;0;0;0;1
2915;bobard;negative;0;0;0;1;0;1
2916;bocal;positive;0;0;0;0;0;0
2917;bogue;positive;0;0;0;0;0;0
2918;boire;positive;0;0;0;0;0;0
2919;bois;positive;0;0;0;0;0;0
2920;bois de chauffage;positive;0;0;0;0;0;0
2921;boiser;positive;0;0;0;0;0;0
2922;boisseau;positive;0;0;0;0;0;0
2923;boisson;positive;0;0;0;0;0;0
2924;boisson alcooliser;negative;0;0;0;0;0;0
2925;boite;positive;0;0;0;0;0;0
2926;boîte;positive;0;0;0;0;0;0
2927;boîte de conserve;positive;0;0;0;0;0;0
2928;boîte de nuit;positive;0;0;0;0;0;0
2929;boitement;negative;0;0;1;0;0;0
2930;boiter;negative;0;0;1;0;0;0
2931;boîtier;positive;0;0;0;0;0;0
2932;bol;positive;0;0;0;0;0;0
2933;bol alimentaire;positive;0;0;0;0;0;0
2934;bombarder;negative;0;1;0;0;1;1
2935;bombardement;negative;0;1;0;1;1;0
2936;bombardier;negative;0;1;1;1;1;0
2937;bombe;negative;0;1;1;1;1;0
2938;bon;positive;0;0;0;0;1;0
2939;bonbon;positive;0;0;0;0;0;0
2940;bonbon au caramel;positive;0;0;0;0;0;0
2941;bond;positive;0;0;0;0;0;0
2942;bonde;negative;0;1;0;0;0;0
2943;bonder;negative;0;1;0;0;0;0
2944;bonheur;positive;1;0;0;0;0;0
2945;bon garde;positive;0;0;0;0;0;0
2946;bon volonté;positive;1;0;0;0;0;0
2947;bonnet;positive;0;0;0;0;0;0
2948;bonneterie;positive;0;0;0;0;0;0
2949;bonté;positive;0;0;0;0;1;0
2950;bonus;positive;0;0;0;0;1;0
2951;boomerang;positive;0;0;0;0;0;0
2952;booster;positive;0;0;0;0;0;0
2953;bord du trottoir;negative;0;0;0;0;0;0
2954;bord sous le vent;negative;0;1;1;0;0;0
2955;border;positive;0;0;0;0;0;0
2956;bordeau|bordeaux;negative;0;1;1;0;0;0
2957;bordée;positive;0;0;0;0;0;0
2958;bordel;negative;0;0;0;0;0;1
2959;boréal;positive;0;0;0;0;0;0
2960;boréals;positive;0;0;0;0;0;0
2961;borner;negative;0;0;0;1;0;0
2962;borner kilométrique;positive;0;0;0;0;0;0
2963;bosquet;positive;0;0;0;0;0;0
2964;boston;positive;0;0;0;0;0;0
2965;botanique;positive;0;0;0;0;0;0
2966;botaniste;positive;0;0;0;0;0;0
2967;botte;positive;0;0;0;0;0;0
2968;bouc;negative;0;0;0;0;0;0
2969;bouc émissaire;negative;0;1;1;1;0;0
2970;bouchage;negative;0;1;0;0;1;0
2971;bouche bée;negative;0;1;0;0;1;0
2972;boucher;negative;0;1;1;1;1;0
2973;bouchère;negative;0;1;0;1;0;1
2974;bouchon;positive;0;0;0;0;0;0
2975;boucler d oreille;positive;0;0;0;0;0;0
2976;boucler;positive;0;0;0;0;0;0
2977;bouclier;positive;0;0;0;0;0;0
2978;boue;negative;0;0;0;0;0;1
2979;bouée;positive;0;0;0;0;0;0
2980;bouée de sauvetage;positive;0;0;0;0;0;0
2981;bouffant;negative;0;0;0;0;0;0
2982;bouffir;negative;0;0;0;0;0;1
2983;bouffon;negative;0;0;0;0;1;1
2984;bougeoir;positive;0;0;0;0;0;0
2985;bougie;positive;0;0;0;0;0;0
2986;bougonner;negative;0;0;0;1;0;1
2987;bouillant;negative;0;1;0;1;0;0
2988;bouillir;negative;0;0;0;0;0;1
2989;bouilloire;positive;0;0;0;0;0;0
2990;bouillon;positive;0;0;0;0;0;0
2991;bouillonner;negative;0;0;0;1;0;0
2992;boulangerie;positive;0;0;0;0;0;0
2993;boule;positive;0;0;0;0;0;0
2994;boule de feu;positive;0;0;0;0;0;0
2995;boule de neige;positive;0;0;0;0;0;0
2996;bouleau;negative;0;1;0;1;0;1
2997;bouledogue;positive;0;0;0;0;0;0
2998;boulet;positive;0;0;0;0;0;0
2999;boulette;positive;0;0;0;0;0;0
3000;bouleversant;negative;0;1;1;1;0;0
3001;bouleversement;negative;0;1;1;1;1;0
3002;boulon;positive;0;0;0;0;0;0
3003;boulonner;positive;0;0;0;0;0;0
3004;bouquet;positive;0;0;0;0;0;0
3005;bourbier;negative;0;1;1;0;0;1
3006;bourdonner;negative;0;0;0;0;0;0
3007;bourdonnement;negative;0;1;0;0;1;0
3008;bourgeon;positive;0;0;0;0;0;0
3009;bourreau;negative;0;1;1;1;0;0
3010;boursoufler;negative;0;0;0;0;0;1
3011;bousculade;negative;0;1;0;1;1;0
3012;bousculer;negative;0;1;0;1;1;0
3013;bouse;negative;0;0;0;0;0;1
3014;boussole;positive;0;0;0;0;0;0
3015;boutade;positive;0;0;0;0;1;0
3016;bouteille;positive;0;0;0;0;0;0
3017;boutique;positive;0;0;0;0;0;0
3018;boutonner;positive;0;0;0;0;0;0
3019;bovin;negative;0;0;0;0;0;1
3020;box;positive;0;0;0;0;0;0
3021;boxe;negative;0;0;0;1;0;0
3022;boxer;positive;0;0;0;0;0;0
3023;boxeur;positive;0;0;0;1;0;0
3024;boyau;negative;0;0;0;0;0;1
3025;boycott;negative;0;0;0;1;0;1
3026;boycotter;negative;0;0;0;1;0;1
3027;brÃ»lé;negative;0;0;0;0;0;1
3028;brÃ»lée;negative;0;0;0;0;0;1
3029;bracelet;positive;0;0;0;0;0;0
3030;brachial;positive;0;0;0;0;0;0
3031;braconnage;negative;0;1;1;1;0;1
3032;brailler;negative;0;0;0;1;1;0
3033;brainstorming;positive;0;0;0;0;0;0
3034;braise;negative;0;1;0;0;0;0
3035;brancard;negative;0;1;1;0;0;0
3036;branche;positive;0;0;0;0;0;0
3037;brancher;positive;0;0;0;0;0;0
3038;branchie;positive;0;0;0;0;0;0
3039;brandy;positive;0;0;0;0;0;0
3040;branhcée;positive;0;0;0;0;0;0
3041;branler;negative;0;1;0;0;1;0
3042;branlant;negative;0;1;0;0;0;0
3043;braquage;negative;0;1;1;1;0;1
3044;braquer;negative;0;1;0;0;0;0
3045;bras;positive;0;0;0;0;0;0
3046;bras droit;positive;0;0;0;0;0;0
3047;brasier;negative;0;1;0;1;0;0
3048;brassage;positive;0;0;0;0;0;0
3049;brasser;positive;0;0;0;0;0;0
